X1,X2,X3,X4,X5,X6,X7,X8,X9,ANG,AVG,RIP,COG
15.78,139.8,0.86,0.01,2.89,2.03,1.52,14.95,17.28,-40.0,-1461.18,74.36,15.15
18.27,135.7,1.14,0.01,3.48,2.02,1.51,10.1,17.15,-41.0,-1458.59,76.6,20.7
18.59,134.7,0.99,0.01,2.56,2.01,1.51,15.0,16.35,-41.0,-1643.18,52.15,17.04
23.0,139.5,0.68,0.01,2.91,2.01,1.51,10.89,12.51,-45.0,-1689.98,31.56,20.7
24.06,138.8,0.6,0.01,2.81,2.02,1.52,14.99,16.19,-41.0,-1851.76,23.98,17.64
17.8,126.7,0.7,0.02,1.71,2.01,1.51,11.71,12.82,-45.0,-1029.82,30.92,18.95
24.76,138.6,1.37,0.03,1.99,2.01,1.51,14.62,15.82,-41.0,-1981.03,56.32,19.03
24.45,119.1,0.5,0.01,3.16,2.01,1.51,13.56,15.33,-42.0,-1699.15,21.33,18.78
16.3,132.9,1.32,0.01,3.31,2.06,1.56,14.97,16.67,-42.0,-1586.76,64.15,16.42
15.72,139.9,0.82,0.01,3.49,2.01,1.51,11.44,16.01,-44.0,-1358.59,88.37,19.67
18.59,138.0,0.75,0.03,3.78,2.02,1.51,11.11,12.41,-47.0,-1361.6,70.49,20.46
17.49,121.0,0.96,0.01,1.61,2.04,1.52,11.72,12.82,-45.0,-1016.4,25.72,19.02
16.57,126.6,0.96,0.01,3.19,2.03,1.53,13.54,15.15,-45.0,-1439.28,71.56,18.69
22.96,139.4,0.5,0.02,3.1,2.01,1.51,12.7,14.67,-43.0,-1674.29,20.97,20.65
17.96,138.8,0.99,0.01,1.83,2.01,1.51,15.0,18.0,-40.0,-1520.66,46.59,13.54
24.2,138.7,0.89,0.01,2.42,2.02,1.51,14.58,16.19,-41.0,-1916.89,40.38,18.7
18.59,138.0,0.95,0.03,3.58,2.01,1.51,10.0,16.03,-44.0,-1402.49,63.77,20.83
23.45,139.8,0.53,0.01,2.88,2.01,1.51,14.99,17.57,-40.0,-1803.91,19.01,14.41
23.94,136.9,0.5,0.01,3.05,2.03,1.53,14.94,16.1,-41.0,-1778.89,19.61,17.97
16.52,132.8,1.06,0.02,3.3,2.02,1.51,15.0,17.08,-40.0,-1580.79,60.85,15.18
24.47,119.4,1.34,0.03,1.99,2.01,1.51,14.62,15.81,-42.0,-1934.27,57.08,18.9
24.77,132.8,1.04,0.0,2.5,2.13,1.53,11.6,16.09,-41.0,-1723.15,55.21,20.18
18.59,138.9,1.09,0.09,2.58,2.04,1.51,10.0,12.43,-47.0,-1421.0,38.72,21.13
23.62,138.6,0.51,0.03,3.32,2.02,1.51,14.61,15.82,-40.0,-1622.0,24.23,18.95
23.0,119.0,1.01,0.09,2.34,2.01,1.51,11.73,12.92,-46.0,-1713.42,42.14,19.09
16.43,124.9,0.53,0.02,2.82,2.01,1.51,11.68,13.14,-47.0,-1116.12,64.61,19.45
23.19,130.8,0.96,0.01,2.96,2.01,1.51,12.97,14.37,-45.0,-1734.31,38.93,20.34
16.23,137.7,1.01,0.08,2.33,2.02,1.51,10.06,18.0,-40.0,-1200.52,82.11,20.74
23.55,139.5,0.5,0.0,3.05,2.01,1.51,14.99,17.56,-40.0,-1750.18,19.18,14.55
18.37,139.2,0.99,0.01,1.85,2.01,1.51,11.11,12.5,-46.0,-1282.56,30.51,20.49
16.17,134.8,0.99,0.08,3.28,2.02,1.51,15.0,16.35,-42.0,-1503.02,73.41,16.88
23.74,138.1,1.01,0.01,2.34,2.06,1.54,11.18,12.77,-46.0,-1824.42,48.7,20.37
15.65,133.1,0.99,0.0,3.47,2.01,1.51,15.0,16.67,-41.0,-1477.56,81.76,16.05
23.64,138.8,0.51,0.01,3.12,2.04,1.54,12.75,14.53,-43.0,-1663.91,21.61,20.94
17.78,138.6,0.96,0.02,1.61,2.02,1.52,11.79,15.93,-40.0,-1267.93,56.49,20.57
23.91,132.8,0.85,0.04,2.66,2.02,1.52,15.0,17.25,-40.0,-1870.89,35.8,14.95
16.43,132.8,1.29,0.01,3.71,2.01,1.51,15.0,16.53,-42.0,-1594.06,61.93,16.57
22.17,132.4,0.73,0.01,2.55,2.01,1.51,13.54,15.39,-43.0,-1753.38,33.27,18.66
18.43,138.0,1.12,0.09,2.35,2.01,1.51,10.0,11.26,-47.0,-1364.31,28.87,20.45
23.74,139.9,1.04,0.01,2.12,2.01,1.51,11.39,16.44,-41.0,-1783.8,58.29,19.63
24.76,138.2,1.49,0.01,2.1,2.01,1.51,14.95,17.96,-40.0,-1919.71,49.68,13.94
23.33,139.4,0.8,0.02,2.83,2.01,1.51,15.0,17.05,-40.0,-1843.37,31.42,15.23
22.12,119.5,0.5,0.01,3.16,2.01,1.51,13.79,15.33,-43.0,-1676.92,22.87,19.15
15.81,140.0,0.53,0.02,2.86,2.03,1.53,11.65,12.9,-47.0,-1102.82,73.4,19.1
18.44,138.0,1.01,0.01,3.55,2.03,1.51,15.0,17.17,-40.0,-1644.92,52.89,15.11
18.62,128.2,0.78,0.01,2.09,2.02,1.51,11.79,12.82,-46.0,-1271.08,28.62,18.95
23.74,139.9,0.73,0.01,2.8,2.01,1.51,11.39,13.14,-45.0,-1757.85,35.0,19.22
23.65,139.0,0.51,0.08,3.32,2.08,1.51,14.26,17.97,-40.0,-1539.42,11.36,17.24
17.72,138.6,2.09,0.03,2.1,2.01,1.51,14.61,15.82,-42.0,-1688.53,59.24,18.98
23.42,138.7,0.51,0.02,2.88,2.03,1.53,14.99,17.34,-40.0,-1804.9,19.67,14.82
24.98,138.3,1.46,0.01,2.11,2.02,1.51,15.0,16.35,-40.0,-2000.33,55.46,16.95
23.23,135.7,1.11,0.01,2.8,2.01,1.51,14.9,15.99,-42.0,-1860.51,44.85,18.01
18.11,139.4,1.63,0.01,3.04,2.01,1.51,14.99,17.56,-40.0,-1786.29,56.67,14.14
16.41,139.1,0.85,0.08,2.04,2.02,1.51,11.63,12.82,-46.0,-1035.96,46.97,19.09
23.33,138.8,0.8,0.01,2.83,2.04,1.54,15.0,17.55,-40.0,-1851.8,31.46,14.46
22.89,134.6,0.5,0.01,3.47,2.02,1.52,11.82,17.15,-40.0,-1479.61,23.54,20.35
15.72,139.4,0.5,0.01,3.49,2.01,1.51,14.97,15.99,-44.0,-1375.19,88.64,17.95
18.59,139.8,1.09,0.04,2.33,2.02,1.52,10.0,11.26,-47.0,-1385.6,27.94,20.48
17.88,133.1,0.99,0.01,3.45,2.01,1.51,15.0,16.67,-42.0,-1617.63,54.1,16.2
17.85,130.9,0.94,0.0,3.57,2.01,1.51,14.99,16.18,-42.0,-1550.86,59.06,17.41
23.96,134.8,0.51,0.07,2.36,2.01,1.51,14.89,17.44,-40.0,-1819.26,25.54,15.19
18.62,121.5,0.99,0.01,1.83,2.01,1.51,15.0,17.91,-40.0,-1521.72,47.79,13.69
24.77,132.8,1.04,0.0,2.09,2.11,1.51,11.6,17.93,-40.0,-1634.84,68.25,20.17
24.74,138.2,0.5,0.01,3.12,2.01,1.51,13.56,15.34,-40.0,-1661.41,27.39,18.61
24.32,136.9,0.53,0.01,2.77,2.01,1.51,11.06,12.84,-44.0,-1743.78,37.77,20.22
24.75,133.4,1.5,0.03,1.89,2.04,1.51,15.0,17.46,-40.0,-1899.33,48.3,14.51
17.89,139.7,1.62,0.01,2.89,2.06,1.51,10.48,12.82,-47.0,-1514.01,47.71,21.05
17.9,139.8,0.53,0.0,2.48,2.01,1.51,14.98,17.66,-40.0,-1486.52,42.99,14.22
16.23,139.5,0.51,0.01,3.57,2.01,1.51,14.68,17.02,-41.0,-1434.44,81.01,16.82
16.34,138.0,1.31,0.03,2.55,2.02,1.51,10.01,16.77,-41.0,-1358.29,86.32,20.91
15.78,135.4,0.84,0.0,3.48,2.02,1.52,15.0,17.1,-40.0,-1472.21,83.03,15.13
17.98,128.2,0.8,0.01,2.08,2.02,1.52,11.75,17.99,-40.0,-1324.53,63.55,20.31
18.35,127.9,1.13,0.01,2.04,2.02,1.51,11.63,12.82,-47.0,-1328.31,37.42,19.16
18.33,120.0,1.02,0.09,2.19,2.06,1.51,11.79,17.57,-40.0,-1357.28,67.76,20.47
17.94,138.0,0.83,0.05,3.54,2.03,1.51,15.0,17.17,-40.0,-1557.65,53.9,15.14
23.2,139.5,1.01,0.01,2.21,2.01,1.51,14.99,17.56,-40.0,-1896.68,41.92,14.33
16.51,120.3,0.82,0.01,3.5,2.04,1.51,10.67,12.9,-47.0,-1271.94,75.39,20.93
15.85,135.8,0.84,0.01,3.48,2.01,1.51,15.0,17.15,-41.0,-1499.47,80.57,15.22
23.42,129.3,0.51,0.02,3.0,2.01,1.51,14.99,17.34,-40.0,-1788.93,18.3,14.84
23.47,137.7,0.51,0.01,2.98,2.02,1.51,14.99,16.55,-41.0,-1790.49,18.66,16.65
24.71,139.2,0.72,0.0,2.78,2.01,1.51,11.17,12.72,-45.0,-1731.82,37.03,20.26
23.65,139.1,0.92,0.08,2.65,2.09,1.51,14.68,15.8,-41.0,-1824.68,35.77,19.09
17.8,125.6,0.85,0.01,1.71,2.02,1.51,11.71,12.82,-46.0,-1060.59,27.81,18.95
16.23,124.1,0.94,0.01,3.57,2.01,1.51,14.95,16.86,-41.0,-1523.58,75.42,16.04
15.72,137.7,0.83,0.08,2.33,2.02,1.51,10.06,11.1,-47.0,-928.95,62.6,20.02
15.87,135.7,1.06,0.01,3.48,2.01,1.51,14.9,17.15,-41.0,-1549.54,71.1,15.69
23.12,132.9,0.5,0.11,3.43,2.01,1.51,15.0,16.85,-40.0,-1590.06,18.58,16.09
23.14,139.5,0.68,0.03,2.68,2.05,1.54,15.0,16.54,-40.0,-1830.84,28.04,16.66
18.59,138.9,1.09,0.03,2.58,2.04,1.51,10.12,12.43,-47.0,-1424.58,37.61,21.39
24.4,125.0,0.51,0.0,2.04,2.01,1.51,14.99,18.0,-40.0,-1808.49,31.7,13.65
16.69,132.8,1.01,0.02,1.96,2.02,1.51,14.6,17.08,-40.0,-1383.51,56.03,17.05
23.18,133.0,0.96,0.01,1.28,2.02,1.51,11.9,13.11,-45.0,-1660.13,58.28,19.73
24.32,136.8,0.53,0.01,3.0,2.05,1.55,14.93,16.11,-41.0,-1781.96,23.97,18.04
15.35,135.1,0.99,0.03,3.27,2.06,1.51,11.65,14.48,-47.0,-1268.43,90.69,20.25
18.91,138.0,1.09,0.03,2.55,2.02,1.51,10.05,12.53,-47.0,-1467.71,38.17,21.16
23.24,139.7,0.54,0.01,2.9,2.01,1.51,10.52,12.82,-45.0,-1663.85,34.3,20.97
18.45,128.0,0.82,0.01,3.5,2.01,1.51,14.99,16.47,-42.0,-1605.84,52.91,16.77
23.65,139.4,1.01,0.07,2.21,2.01,1.51,14.98,16.92,-40.0,-1878.63,44.1,15.66
17.55,134.8,1.51,0.01,3.31,2.01,1.51,14.65,16.86,-41.0,-1699.41,63.39,17.14
23.15,135.7,0.82,0.0,3.1,2.02,1.51,12.65,14.69,-43.0,-1652.76,37.37,20.72
24.63,138.2,0.84,0.16,2.24,2.04,1.51,15.0,17.31,-40.0,-1848.99,36.41,14.87
23.31,138.4,0.51,0.01,3.01,2.01,1.51,15.0,16.34,-41.0,-1786.54,18.47,17.26
18.12,125.0,0.58,0.01,3.01,2.01,1.51,15.0,17.98,-40.0,-1517.18,45.41,13.62
16.68,125.0,0.96,0.0,1.61,2.04,1.52,11.72,12.79,-45.0,-930.58,29.38,19.08
17.86,125.0,0.53,0.0,2.44,2.01,1.51,11.01,12.77,-47.0,-1110.63,43.68,20.55
17.16,136.1,0.53,0.0,1.83,2.08,1.51,14.97,18.0,-40.0,-1222.16,47.83,13.68
24.76,135.5,0.5,0.01,3.12,2.01,1.51,14.65,15.82,-40.0,-1697.36,25.32,18.87
22.99,138.7,0.97,0.08,2.73,2.01,1.51,15.0,17.97,-40.0,-1831.73,38.45,13.7
22.98,135.4,0.51,0.08,2.58,2.01,1.51,14.56,17.97,-40.0,-1740.34,26.73,16.12
16.43,132.8,1.29,0.01,3.71,2.01,1.51,14.99,16.82,-42.0,-1593.23,63.11,15.9
24.76,139.1,0.5,0.01,3.11,2.04,1.51,14.63,15.82,-40.0,-1665.79,25.31,18.91
23.15,139.7,0.5,0.0,2.8,2.01,1.51,12.73,15.61,-43.0,-1714.09,33.19,20.3
16.5,134.8,0.95,0.0,3.31,2.04,1.51,15.0,18.0,-40.0,-1516.4,65.08,13.49
23.98,133.5,0.5,0.04,2.66,2.01,1.51,15.0,17.25,-40.0,-1823.03,22.22,14.96
23.42,138.6,0.61,0.0,3.0,2.01,1.51,14.61,17.34,-40.0,-1772.2,22.06,16.66
16.47,140.0,0.63,0.02,2.86,2.01,1.51,11.01,13.03,-47.0,-1198.61,65.81,20.32
22.9,135.4,0.5,0.01,3.32,2.09,1.52,15.0,16.35,-40.0,-1681.05,17.17,17.25
15.78,135.6,0.83,0.01,3.48,2.02,1.52,15.0,17.15,-41.0,-1497.33,82.12,15.14
24.66,138.5,0.8,0.01,2.09,2.02,1.51,11.75,12.82,-45.0,-1868.92,48.3,19.13
23.6,120.0,0.84,0.01,1.51,2.02,1.51,11.71,17.66,-40.0,-1614.55,58.17,20.36
24.74,139.2,0.73,0.01,2.1,2.01,1.51,14.81,16.32,-41.0,-1924.73,36.23,17.72
16.57,120.5,0.88,0.01,2.72,2.01,1.51,13.5,17.16,-40.0,-1419.77,67.97,18.27
23.42,120.9,0.51,0.01,3.35,2.04,1.52,12.13,14.02,-44.0,-1569.04,21.5,20.96
16.43,137.3,1.29,0.01,3.71,2.06,1.52,15.0,17.48,-40.0,-1587.01,63.07,14.56
18.79,137.7,1.01,0.08,2.33,2.02,1.51,10.06,11.1,-47.0,-1370.12,28.96,20.06
16.5,130.7,0.99,0.0,1.83,2.01,1.51,15.0,16.92,-40.0,-1336.9,47.99,15.46
23.19,139.5,0.5,0.01,3.12,2.07,1.57,11.7,14.53,-43.0,-1637.45,24.93,20.52
16.43,132.8,0.82,0.01,3.7,2.01,1.51,15.0,16.72,-42.0,-1511.41,78.65,16.14
23.57,113.1,0.5,0.01,3.14,2.03,1.51,14.98,17.46,-40.0,-1723.06,15.84,14.72
17.9,139.4,0.98,0.01,3.1,2.01,1.51,13.0,14.54,-46.0,-1531.56,51.45,20.39
18.53,139.5,0.68,0.01,3.53,2.01,1.51,15.0,17.59,-40.0,-1607.13,46.38,14.3
15.36,138.4,0.5,0.0,3.32,2.18,1.61,15.0,17.97,-40.0,-1301.41,87.2,13.99
15.43,138.0,0.82,0.01,3.55,2.03,1.51,15.0,17.17,-41.0,-1464.42,87.46,15.03
24.22,118.4,0.51,0.02,2.37,2.01,1.51,11.72,12.95,-45.0,-1716.18,41.68,19.11
24.76,138.6,1.57,0.03,2.04,2.06,1.51,11.36,14.48,-44.0,-1863.77,71.77,19.56
23.42,139.0,0.5,0.01,3.37,2.06,1.54,11.86,14.02,-42.0,-1505.41,26.51,20.5
24.06,120.6,0.51,0.01,2.41,2.01,1.51,13.74,16.2,-41.0,-1786.54,32.89,19.17
22.99,138.7,0.82,0.08,2.73,2.01,1.51,15.0,17.98,-40.0,-1800.7,31.98,13.69
24.6,139.1,1.01,0.0,2.02,2.02,1.52,14.88,16.65,-40.0,-1930.36,44.56,16.69
16.29,135.7,0.85,0.01,3.53,2.02,1.52,14.97,16.33,-43.0,-1507.06,79.43,17.17
15.71,135.6,1.04,0.02,3.52,2.08,1.57,11.52,13.01,-47.0,-1332.19,78.22,19.26
23.66,134.8,0.51,0.04,3.32,2.02,1.52,15.0,17.96,-40.0,-1621.23,10.65,13.88
23.74,139.9,0.5,0.01,3.3,2.01,1.51,11.39,17.52,-40.0,-1469.7,23.29,19.6
16.17,134.8,0.99,0.0,3.28,2.01,1.51,13.62,16.35,-42.0,-1447.94,75.53,18.85
23.56,139.4,0.98,0.01,2.86,2.01,1.51,15.0,17.56,-40.0,-1836.97,41.24,14.21
23.31,138.4,0.5,0.01,3.0,2.03,1.53,15.0,16.34,-41.0,-1796.44,18.42,17.3
18.59,139.5,1.04,0.02,2.96,2.04,1.53,10.07,13.25,-47.0,-1468.37,44.1,21.19
18.45,128.0,0.82,0.01,3.5,2.01,1.51,15.0,16.47,-42.0,-1612.55,51.65,16.79
23.65,137.9,1.5,0.08,2.1,2.02,1.51,14.99,17.97,-40.0,-1886.12,51.12,13.74
23.23,138.6,0.55,0.01,3.1,2.01,1.51,12.47,14.7,-43.0,-1696.67,25.25,20.87
22.12,119.5,0.5,0.01,3.17,2.01,1.51,13.79,15.33,-43.0,-1677.38,22.84,19.03
23.29,139.7,0.55,0.08,3.31,2.08,1.51,13.61,17.9,-40.0,-1526.32,15.98,17.99
24.06,133.0,0.87,0.01,2.41,2.01,1.51,14.99,16.2,-41.0,-1912.95,38.29,17.49
16.3,139.2,1.35,0.01,3.48,2.01,1.51,11.14,12.56,-47.0,-1420.81,54.11,20.32
16.51,139.3,0.81,0.0,3.05,2.01,1.51,11.71,15.88,-43.0,-1350.0,73.15,20.41
16.23,134.8,1.06,0.01,3.28,2.11,1.61,15.0,17.62,-40.0,-1570.29,64.09,14.68
15.71,138.0,0.85,0.01,3.55,2.03,1.51,15.0,17.17,-41.0,-1487.65,82.66,15.3
23.59,139.3,0.51,0.04,3.32,2.02,1.52,15.0,17.97,-40.0,-1609.48,11.44,13.88
18.46,128.3,1.51,0.03,2.1,2.06,1.51,11.36,14.48,-45.0,-1471.89,57.1,19.52
17.77,133.1,0.52,0.03,3.34,2.06,1.51,11.12,12.6,-47.0,-1293.97,66.86,20.34
23.71,139.9,1.03,0.01,2.78,2.01,1.51,11.06,13.14,-46.0,-1735.18,46.66,19.98
17.78,116.3,0.96,0.01,1.42,2.06,1.54,11.72,12.82,-45.0,-969.18,31.0,19.09
18.07,133.7,1.0,0.01,1.59,2.06,1.51,14.72,18.0,-40.0,-1429.99,42.17,15.14
18.13,133.1,0.94,0.01,3.57,2.01,1.51,14.99,17.97,-40.0,-1629.27,51.15,13.79
16.5,136.8,1.05,0.0,3.33,2.04,1.51,15.0,17.13,-40.0,-1525.91,64.18,14.95
22.12,133.2,0.5,0.04,3.16,2.04,1.51,13.78,15.33,-43.0,-1674.14,22.29,19.01
23.13,133.1,0.56,0.01,3.11,2.01,1.51,12.84,16.7,-41.0,-1672.15,26.5,19.64
17.8,125.6,0.85,0.01,3.49,2.02,1.51,11.71,16.84,-42.0,-1437.65,65.53,20.24
24.65,138.6,1.01,0.03,2.1,2.02,1.51,10.33,15.95,-42.0,-1743.92,61.85,20.7
17.83,121.0,0.96,0.01,1.61,2.04,1.52,11.75,12.82,-45.0,-1039.06,27.35,19.02
22.92,128.0,0.82,0.01,2.88,2.02,1.51,14.99,16.47,-41.0,-1831.57,34.78,16.7
23.37,138.1,0.83,0.01,2.8,2.03,1.51,15.0,17.17,-40.0,-1847.48,32.37,15.05
19.29,138.9,1.09,0.01,2.58,2.04,1.51,10.0,12.43,-47.0,-1483.22,36.79,21.18
17.53,139.5,0.85,0.07,1.7,2.01,1.51,14.92,17.25,-40.0,-1383.49,40.65,15.27
16.17,128.5,1.04,0.01,3.28,2.02,1.52,14.88,16.35,-43.0,-1503.32,71.5,17.37
17.35,132.8,0.99,0.02,3.43,2.01,1.51,15.0,17.08,-41.0,-1603.57,54.56,15.24
15.79,132.8,1.4,0.01,3.48,2.02,1.52,15.0,17.15,-41.0,-1619.81,65.6,15.26
18.59,139.4,0.84,0.01,2.92,2.02,1.51,15.0,17.39,-40.0,-1654.7,46.49,14.47
18.93,135.0,1.09,0.03,2.55,2.02,1.51,10.05,12.33,-47.0,-1445.03,37.73,21.23
23.65,139.0,0.5,0.08,2.8,2.08,1.51,11.68,13.52,-43.0,-1686.61,35.87,19.81
23.42,138.6,0.88,0.03,2.99,2.01,1.51,14.88,17.09,-40.0,-1789.61,36.83,15.74
18.08,134.8,0.98,0.01,1.61,2.01,1.51,15.0,17.99,-40.0,-1475.74,41.91,13.49
17.78,138.5,0.97,0.01,1.61,2.02,1.51,11.79,16.0,-40.0,-1261.61,55.91,20.53
23.42,116.2,0.5,0.01,3.35,2.06,1.54,12.09,16.7,-41.0,-1560.13,22.26,20.62
16.16,133.7,0.96,0.01,3.26,2.09,1.51,15.0,16.28,-42.0,-1469.8,75.85,17.02
16.17,130.4,1.61,0.15,2.09,2.01,1.51,15.0,16.35,-40.0,-1497.15,62.76,16.92
16.57,120.7,1.3,0.01,3.71,2.01,1.51,13.65,16.36,-43.0,-1547.55,68.6,18.89
23.14,139.6,0.83,0.03,2.84,2.01,1.51,15.0,16.54,-41.0,-1844.08,32.96,16.53
15.54,133.5,0.5,0.03,3.54,2.1,1.57,10.87,13.03,-47.0,-1135.2,89.65,20.85
23.31,138.4,0.5,0.01,3.0,2.02,1.52,15.0,17.16,-40.0,-1789.05,17.88,15.29
16.01,139.4,0.52,0.12,2.8,2.01,1.51,11.46,16.99,-40.0,-1189.17,72.85,19.75
23.27,139.6,0.5,0.01,3.01,2.01,1.51,14.99,17.95,-40.0,-1764.82,15.08,13.89
18.45,139.3,1.02,0.01,3.51,2.01,1.51,11.94,13.15,-47.0,-1495.14,47.63,19.72
18.17,125.3,0.99,0.09,2.33,2.08,1.51,11.75,12.79,-46.0,-1292.41,34.89,19.01
17.8,125.6,0.85,0.0,1.71,2.01,1.51,11.4,17.04,-40.0,-1185.29,57.16,19.77
16.3,135.7,1.65,0.01,3.5,2.01,1.51,11.13,12.81,-47.0,-1466.13,47.8,20.11
15.37,139.5,0.5,0.01,3.12,2.01,1.51,12.84,17.2,-40.0,-1270.44,86.91,19.5
23.4,135.7,0.5,0.09,2.35,2.08,1.51,14.88,17.98,-40.0,-1762.61,27.69,14.5
19.29,138.9,1.09,0.01,2.58,2.04,1.51,10.0,15.98,-42.0,-1500.8,62.39,21.01
23.41,139.2,0.65,0.2,2.99,2.03,1.51,11.64,12.88,-44.0,-1632.81,29.84,18.93
16.5,132.9,0.99,0.0,1.83,2.01,1.51,14.76,17.97,-40.0,-1323.42,49.65,15.01
17.84,125.0,0.51,0.01,1.83,2.01,1.51,15.0,18.0,-40.0,-1290.51,34.46,13.47
18.45,138.9,1.04,0.02,2.96,2.07,1.57,11.31,17.02,-40.0,-1530.62,69.2,19.65
18.59,131.6,1.1,0.09,2.33,2.04,1.51,10.0,11.26,-47.0,-1325.01,28.87,20.46
24.8,132.7,1.4,0.01,2.1,2.01,1.51,13.69,16.32,-41.0,-1947.73,57.73,18.84
24.84,138.2,1.49,0.01,2.1,2.01,1.51,14.95,16.11,-41.0,-1991.75,57.01,17.73
23.24,125.6,0.54,0.07,3.36,2.02,1.51,11.71,12.79,-44.0,-1550.49,32.5,18.96
15.66,135.7,0.51,0.01,3.48,2.01,1.51,14.92,17.0,-41.0,-1404.52,86.7,15.79
22.17,132.4,0.73,0.01,2.55,2.01,1.51,14.17,15.42,-43.0,-1775.62,31.1,19.43
24.71,138.8,1.29,0.01,2.14,2.01,1.51,14.8,16.97,-40.0,-1969.22,50.27,16.43
24.76,117.5,1.56,0.01,2.04,2.01,1.51,11.83,12.85,-46.0,-1885.81,68.51,19.05
23.33,135.7,1.1,0.01,2.54,2.02,1.52,14.88,17.09,-40.0,-1902.9,46.56,15.87
16.17,139.5,0.82,0.01,3.5,2.01,1.51,14.99,16.0,-44.0,-1489.45,81.86,17.82
16.26,138.8,1.32,0.01,2.61,2.01,1.51,14.97,17.9,-40.0,-1592.02,61.14,13.81
17.8,125.6,0.85,0.02,2.87,2.01,1.51,11.71,12.9,-47.0,-1359.02,46.77,19.04
22.96,133.8,0.5,0.01,3.32,2.18,1.61,14.95,17.81,-40.0,-1650.37,9.73,14.62
15.49,139.2,1.0,0.01,2.06,2.01,1.51,14.5,16.32,-40.0,-1287.78,66.89,18.52
15.79,128.6,0.82,0.01,3.55,2.03,1.51,15.0,17.17,-41.0,-1459.11,84.24,15.15
15.75,133.1,0.99,0.01,3.59,2.01,1.51,14.91,16.67,-42.0,-1510.54,80.32,16.64
24.76,138.6,1.51,0.03,2.1,2.06,1.51,11.81,14.48,-44.0,-1882.99,70.41,20.52
18.45,139.5,0.68,0.03,2.86,2.08,1.57,15.0,16.54,-41.0,-1586.23,45.72,16.7
18.08,138.7,0.98,0.08,1.61,2.01,1.51,15.0,17.99,-40.0,-1458.07,41.97,13.49
24.56,138.7,0.87,0.01,2.1,2.01,1.51,15.0,17.96,-40.0,-1895.02,42.42,13.64
18.47,128.0,0.82,0.01,3.5,2.02,1.51,15.0,16.47,-42.0,-1582.2,52.63,16.76
16.59,130.9,0.94,0.01,2.81,2.01,1.51,15.0,16.84,-40.0,-1531.44,59.17,15.68
24.22,118.4,0.51,0.01,1.71,2.01,1.51,11.75,12.82,-45.0,-1662.95,54.42,18.97
17.78,137.7,0.96,0.03,1.61,2.05,1.52,11.7,12.82,-45.0,-1130.84,27.92,19.0
23.06,139.5,0.5,0.01,3.12,2.08,1.51,12.84,14.53,-43.0,-1627.99,21.55,20.55
24.72,138.6,0.51,0.02,3.01,2.01,1.51,15.0,17.34,-40.0,-1736.35,19.88,14.94
24.76,138.6,0.5,0.03,3.11,2.01,1.51,14.61,15.82,-40.0,-1678.16,25.91,18.92
16.51,139.3,0.67,0.01,2.87,2.01,1.51,14.99,16.01,-43.0,-1429.41,72.58,17.66
23.77,135.5,0.5,0.02,3.3,2.02,1.51,11.52,17.44,-40.0,-1492.89,22.53,19.76
15.79,132.8,1.4,0.01,3.48,2.01,1.51,15.0,16.33,-43.0,-1593.37,62.64,17.13
24.69,137.0,0.53,0.02,3.09,2.01,1.51,11.06,12.82,-42.0,-1624.28,32.96,20.43
18.11,138.7,0.52,0.04,1.71,2.09,1.51,14.98,16.55,-40.0,-1302.12,37.66,16.42
15.79,138.0,0.82,0.04,3.55,2.03,1.51,13.79,17.14,-41.0,-1411.69,84.24,18.45
23.71,132.0,0.83,0.01,2.77,2.01,1.51,11.19,16.46,-41.0,-1710.64,46.99,18.92
23.03,139.5,0.68,0.06,2.92,2.01,1.51,11.42,12.51,-45.0,-1695.46,30.14,19.86
16.23,130.9,0.94,0.03,3.57,2.01,1.51,10.51,12.76,-47.0,-1310.64,74.61,21.04
17.8,139.7,1.14,0.01,2.87,2.01,1.51,10.52,16.89,-41.0,-1466.99,75.53,20.28
16.47,139.9,0.53,0.02,3.32,2.04,1.52,11.65,14.02,-47.0,-1272.46,77.1,20.23
23.29,138.0,0.82,0.01,2.82,2.02,1.51,13.13,14.5,-44.0,-1792.23,32.22,20.09
23.23,135.7,1.11,0.01,2.8,2.01,1.51,10.8,12.44,-46.0,-1739.2,43.37,20.85
17.79,121.0,0.96,0.01,1.62,2.02,1.52,11.72,17.28,-40.0,-1207.28,60.93,20.44
22.99,138.4,0.97,0.08,2.73,2.01,1.51,15.0,18.0,-40.0,-1832.54,38.99,13.53
18.08,134.8,0.98,0.0,1.61,2.01,1.51,15.0,17.99,-40.0,-1445.93,42.58,13.5
24.2,138.0,0.89,0.01,2.42,2.01,1.51,14.98,16.19,-41.0,-1937.94,39.48,17.52
16.09,139.3,0.86,0.01,3.53,2.02,1.52,14.97,16.33,-43.0,-1501.6,81.22,17.18
15.48,139.3,0.82,0.07,3.42,2.01,1.51,14.99,17.85,-40.0,-1470.07,80.82,13.96
17.98,116.2,0.82,0.01,1.62,2.03,1.52,12.5,14.05,-44.0,-1072.17,31.71,21.03
24.84,139.4,1.15,0.01,2.2,2.01,1.51,12.81,14.53,-44.0,-1930.24,57.92,20.61
15.67,139.3,0.82,0.01,3.49,2.01,1.51,14.81,16.05,-44.0,-1448.24,89.78,18.11
23.42,116.2,0.5,0.01,3.03,2.06,1.54,12.5,14.02,-44.0,-1669.61,26.26,21.14
